timestamp_ms,adc_value,label
191,2034,normal
192,2016,normal
193,2037,normal
194,1987,normal
195,2122,normal
196,1969,normal
197,2045,normal
198,2070,normal
199,2080,normal
200,2029,normal
201,2050,normal
202,2023,normal
203,2025,normal
204,2058,normal
205,2098,normal
206,2064,normal
207,2080,normal
208,2093,normal
209,2014,normal
210,2049,normal
211,2015,normal
212,1995,normal
213,2005,normal
214,2119,normal
215,2100,normal
216,1992,normal
217,2061,normal
218,2010,normal
219,2019,normal
220,2118,normal
221,2075,normal
222,2089,normal
223,2115,normal
224,2143,normal
225,2014,normal
226,2081,normal
227,2054,normal
228,2020,normal
229,2005,normal
230,2109,normal
231,2157,normal
232,2060,normal
233,2130,normal
234,2044,normal
235,2039,normal
236,2133,normal
237,2165,normal
238,2090,normal
239,2061,normal
240,2021,normal
241,2054,normal
242,2124,normal
243,2163,normal
244,2107,normal
245,2109,normal
246,2029,normal
247,2028,normal
248,2089,normal
249,2080,normal
250,1986,normal
251,2172,normal
252,1994,normal
253,1998,normal
254,2017,normal
255,2020,normal
256,2054,normal
257,1994,normal
258,2055,normal
259,2021,normal
260,2136,normal
261,1949,normal
262,2052,normal
263,1948,normal
264,1989,normal
265,2050,normal
266,2042,normal
267,2019,normal
268,2093,normal
269,2077,normal
270,2008,normal
271,2003,normal
272,2040,normal
273,1981,normal
274,1939,normal
275,2025,normal
276,2035,normal
277,2063,normal
278,2019,normal
279,2097,normal
280,2032,normal
281,2017,normal
282,2017,normal
283,2058,normal
284,2080,normal
285,2091,normal
286,1960,normal
287,1967,normal
288,1996,normal
289,2087,normal
290,2107,normal
291,2118,normal
292,2019,normal
293,2044,normal
294,2067,normal
295,2060,normal
296,2131,normal
297,1954,normal
298,2099,normal
299,2032,normal
300,2023,normal
301,2102,normal
302,2033,normal
303,2107,normal
304,2108,normal
305,1982,normal
306,1949,normal
307,2081,normal
308,2077,normal
309,2034,normal
310,2032,normal
311,2082,normal
312,2011,normal
313,2125,normal
314,2003,normal
315,2115,normal
316,2061,normal
317,2032,normal
318,1989,normal
319,2051,normal
320,1991,normal
321,1995,normal
322,2027,normal
323,2033,normal
324,2031,normal
325,1998,normal
326,2059,normal
327,2063,normal
328,1996,normal
329,2058,normal
330,2061,normal
331,2039,normal
332,2030,normal
333,2116,normal
334,2022,normal
335,2031,normal
336,2071,normal
337,2018,normal
338,2038,normal
339,2069,normal
340,2089,normal
341,2014,normal
342,2025,normal
343,2024,normal
344,2066,normal
345,2099,normal
346,2095,normal
347,2031,normal
348,2014,normal
349,2068,normal
350,2012,normal
351,1946,normal
352,2083,normal
353,2043,normal
354,2099,normal
355,2116,normal
356,2095,normal
357,2070,normal
358,2071,normal
359,2039,normal
360,2068,normal
361,1995,normal
362,1966,normal
363,1988,normal
364,2053,normal
365,2061,normal
366,1960,normal
367,2116,normal
368,2048,normal
369,2010,normal
370,2125,normal
371,1971,normal
372,2026,normal
373,2027,normal
374,2089,normal
375,2014,normal
376,2057,normal
377,2057,normal
378,2027,normal
379,2023,normal
380,1977,normal
381,2070,normal
382,2075,normal
383,2070,normal
384,2055,normal
385,2080,normal
386,2010,normal
387,1944,normal
388,2010,normal
389,2039,normal
390,1999,normal
391,1996,normal
392,2020,normal
393,2116,normal
394,2100,normal
395,2100,normal
396,1996,normal
397,2051,normal
398,2059,normal
399,2026,normal
400,2126,normal
401,2142,normal
402,1968,normal
403,2096,normal
404,2043,normal
405,2104,normal
406,2065,normal
407,2042,normal
408,2120,normal
409,2094,normal
410,2072,normal
411,2111,normal
412,2033,normal
413,2035,normal
414,2108,normal
415,2003,normal
416,2051,normal
417,2054,normal
418,2067,normal
419,2090,normal
420,2158,normal
421,2043,normal
422,2056,normal
423,2000,normal
424,2070,normal
425,2074,normal
426,2007,normal
427,2059,normal
428,2082,normal
429,1993,normal
430,2011,normal
431,1986,normal
432,2046,normal
433,1981,normal
434,1999,normal
435,2050,normal
436,2001,normal
437,2070,normal
438,2059,normal
439,2091,normal
440,2048,normal
441,2057,normal
442,1997,normal
443,2073,normal
444,1987,normal
445,2062,normal
446,1983,normal
447,2029,normal
448,2012,normal
449,2061,normal
450,1985,normal
451,1953,normal
452,2032,normal
453,1955,normal
454,2071,normal
455,2075,normal
456,2135,normal
457,1971,normal
458,2006,normal
459,2038,normal
460,2012,normal
461,2026,normal
462,2119,normal
463,2041,normal
464,2031,normal
465,2061,normal
466,2035,normal
467,2053,normal
468,2082,normal
469,1980,normal
470,2088,normal
471,2095,normal
472,2010,normal
473,2068,normal
474,2050,normal
475,2016,normal
476,1977,normal
477,2025,normal
478,2093,normal
479,2053,normal
480,2100,normal
481,2138,normal
482,2042,normal
483,1932,normal
484,1942,normal
485,2062,normal
486,2067,normal
487,2010,normal
488,2120,normal
489,1988,normal
490,2063,normal
491,2139,normal
492,1978,normal
493,1998,normal
494,2028,normal
495,2036,normal
496,2056,normal
497,2036,normal
498,2057,normal
499,1943,normal
500,2120,normal
501,2042,normal
502,2077,normal
503,2095,normal
504,2101,normal
505,2110,normal
506,2020,normal
507,2165,normal
508,2051,normal
509,2055,normal
510,2122,normal
511,2060,normal
512,2095,normal
513,2068,normal
514,2060,normal
515,2042,normal
516,2014,normal
517,2048,normal
518,2060,normal
519,1972,normal
520,2048,normal
521,2026,normal
522,2024,normal
523,2150,normal
524,2080,normal
525,2092,normal
526,2053,normal
527,1976,normal
528,2062,normal
529,2066,normal
530,2075,normal
531,2046,normal
532,2074,normal
533,2097,normal
534,1958,normal
535,1988,normal
536,2085,normal
537,2054,normal
538,2041,normal
539,2039,normal
540,2112,normal
541,2020,normal
542,2150,normal
543,2073,normal
544,2016,normal
545,1979,normal
546,2096,normal
547,2020,normal
548,1993,normal
549,2089,normal
550,2083,normal
551,1997,normal
552,2075,normal
553,2000,normal
554,2034,normal
555,2004,normal
556,1982,normal
557,2084,normal
558,2082,normal
559,2093,normal
560,2107,normal
561,2092,normal
562,2063,normal
563,2109,normal
564,2033,normal
565,1994,normal
566,2120,normal
567,2063,normal
568,2067,normal
569,2098,normal
570,1996,normal
571,2077,normal
572,2020,normal
573,2012,normal
574,2130,normal
575,2124,normal
576,2036,normal
577,1953,normal
578,2044,normal
579,2010,normal
580,2011,normal
581,2044,normal
582,2044,normal
583,2146,normal
584,2110,normal
585,1995,normal
586,2020,normal
587,2065,normal
588,2018,normal
589,1947,normal
590,2092,normal
591,2064,normal
592,2022,normal
593,2036,normal
594,2076,normal
595,1988,normal
596,2030,normal
597,2066,normal
598,1973,normal
599,2104,normal
600,2010,normal
601,2056,normal
602,2052,normal
603,1992,normal
604,2045,normal
605,2124,normal
606,2031,normal
607,2032,normal
608,2002,normal
609,2006,normal
610,2082,normal
611,2040,normal
612,1996,normal
613,2023,normal
614,2045,normal
615,2097,normal
616,2052,normal
617,2006,normal
618,2021,normal
619,2051,normal
620,2038,normal
621,2047,normal
622,2039,normal
623,2040,normal
624,2084,normal
625,2050,normal
626,2059,normal
627,1972,normal
628,2072,normal
629,2049,normal
630,2026,normal
631,2095,normal
632,2090,normal
633,2052,normal
634,2102,normal
635,2026,normal
636,2060,normal
637,2042,normal
638,1999,normal
639,2064,normal
640,2037,normal
641,2075,normal
642,2021,normal
643,1984,normal
644,2092,normal
645,2059,normal
646,1992,normal
647,2111,normal
648,2008,normal
649,2079,normal
650,2039,normal
651,2060,normal
652,2028,normal
653,1982,normal
654,1990,normal
655,2078,normal
656,2060,normal
657,2012,normal
658,2096,normal
659,2017,normal
660,2013,normal
661,2115,normal
662,2050,normal
663,2066,normal
664,2038,normal
665,2112,normal
666,1987,normal
667,1948,normal
668,2033,normal
669,2042,normal
670,1982,normal
671,1927,normal
672,2149,normal
673,2068,normal
674,2094,normal
675,1942,normal
676,2013,normal
677,2092,normal
678,1987,normal
679,2037,normal
680,2137,normal
681,2091,normal
682,2097,normal
683,2076,normal
684,2053,normal
685,2042,normal
686,2072,normal
687,1993,normal
688,2042,normal
689,2042,normal
690,2058,normal
691,1940,normal
692,2187,normal
693,1994,normal
694,2048,normal
695,2011,normal
696,2068,normal
697,1970,normal
698,2105,normal
699,2085,normal
700,2072,normal
701,2039,normal
702,2028,normal
703,2063,normal
704,1977,normal
705,2078,normal
706,2015,normal
707,1982,normal
708,2068,normal
709,2072,normal
710,2012,normal
711,2034,normal
712,2030,normal
713,2049,normal
714,2069,normal
715,2088,normal
716,2069,normal
717,2001,normal
718,2150,normal
719,1999,normal
720,2061,normal
721,2023,normal
722,2025,normal
723,2081,normal
724,2004,normal
725,2064,normal
726,2121,normal
727,2081,normal
728,2027,normal
729,2102,normal
730,2083,normal
731,2133,normal
732,2056,normal
733,2085,normal
734,2037,normal
735,2068,normal
736,2054,normal
737,2035,normal
738,2102,normal
739,1977,normal
740,2020,normal
741,2081,normal
742,2024,normal
743,2004,normal
744,1981,normal
745,2127,normal
746,2098,normal
747,2099,normal
748,2041,normal
749,1988,normal
750,2034,normal
751,2018,normal
752,2070,normal
753,2021,normal
754,2055,normal
755,1942,normal
756,2044,normal
757,1975,normal
758,2107,normal
759,2066,normal
760,1975,normal
761,2085,normal
762,2024,normal
763,2068,normal
764,2141,normal
765,1989,normal
766,2101,normal
767,2082,normal
768,2109,normal
769,2076,normal
770,2106,normal
771,2009,normal
772,2143,normal
773,1970,normal
774,2118,normal
775,1958,normal
776,2022,normal
777,2061,normal
778,2055,normal
779,2010,normal
780,2085,normal
781,2026,normal
782,2072,normal
783,2048,normal
784,2033,normal
785,2018,normal
786,2088,normal
787,2003,normal
788,2071,normal
789,2044,normal
790,2124,normal
791,2094,normal
792,2073,normal
793,2025,normal
794,1995,normal
795,1979,normal
796,2050,normal
797,2062,normal
798,2039,normal
799,2097,normal
800,2033,normal
801,2102,normal
802,2055,normal
803,2076,normal
804,2056,normal
805,2106,normal
806,2000,normal
807,2008,normal
808,2127,normal
809,1968,normal
810,2053,normal
811,2059,normal
812,2105,normal
813,2084,normal
814,2062,normal
815,2100,normal
816,2030,normal
817,2012,normal
818,2008,normal
819,1974,normal
820,2094,normal
821,2107,normal
822,2028,normal
823,2024,normal
824,2091,normal
825,2045,normal
826,2040,normal
827,2044,normal
828,2058,normal
829,2120,normal
830,2039,normal
831,2065,normal
832,2142,normal
833,2034,normal
834,2037,normal
835,2013,normal
836,2125,normal
837,2049,normal
838,2018,normal
839,1980,normal
840,2106,normal
841,2121,normal
842,2036,normal
843,2115,normal
844,2127,normal
845,1943,normal
846,1990,normal
847,2025,normal
848,2049,normal
849,2030,normal
850,2026,normal
851,2088,normal
852,2059,normal
853,1974,normal
854,2107,normal
855,2067,normal
856,1993,normal
857,1968,normal
858,2017,normal
859,2099,normal
860,2058,normal
861,2042,normal
862,2085,normal
863,2108,normal
864,2041,normal
865,2089,normal
866,2022,normal
867,2049,normal
868,2025,normal
869,2079,normal
870,2030,normal
871,2026,normal
872,2030,normal
873,2071,normal
874,2016,normal
875,2095,normal
876,2073,normal
877,2059,normal
878,2060,normal
879,2065,normal
880,2085,normal
881,2108,normal
882,2014,normal
883,2079,normal
884,2023,normal
885,2096,normal
886,2048,normal
887,2033,normal
888,2002,normal
889,2003,normal
890,2033,normal
891,2026,normal
892,2069,normal
893,2049,normal
894,2040,normal
895,2085,normal
896,2150,normal
897,1940,normal
898,2038,normal
899,2057,normal
900,1955,normal
901,2062,normal
902,2006,normal
903,2021,normal
904,2090,normal
905,2071,normal
906,2015,normal
907,1935,normal
908,1972,normal
909,2051,normal
910,2032,normal
911,2073,normal
912,2082,normal
913,2070,normal
914,2061,normal
915,2034,normal
916,2098,normal
917,2083,normal
918,2070,normal
919,2058,normal
920,2036,normal
921,2015,normal
922,2121,normal
923,2021,normal
924,2073,normal
925,1972,normal
926,2022,normal
927,2107,normal
928,2053,normal
929,2099,normal
930,1992,normal
931,2057,normal
932,2100,normal
933,2038,normal
934,2038,normal
935,2086,normal
936,2156,normal
937,2030,normal
938,2012,normal
939,2053,normal
940,2027,normal
941,2053,normal
942,2107,normal
943,2042,normal
944,2099,normal
945,2079,normal
946,1963,normal
947,2112,normal
948,2000,normal
949,1956,normal
950,2004,normal
951,1976,normal
952,2026,normal
953,2032,normal
954,2090,normal
955,1965,normal
956,2024,normal
957,2036,normal
958,2026,normal
959,2079,normal
960,2064,normal
961,2010,normal
962,1943,normal
963,2070,normal
964,2054,normal
965,1962,normal
966,2060,normal
967,1988,normal
968,2069,normal
969,2103,normal
970,2013,normal
971,2098,normal
972,2127,normal
973,2073,normal
974,2084,normal
975,2059,normal
976,2039,normal
977,1980,normal
978,2072,normal
979,2030,normal
980,2095,normal
981,2032,normal
982,2063,normal
983,2033,normal
984,2115,normal
985,1998,normal
986,2132,normal
987,1977,normal
988,2035,normal
989,1995,normal
990,2031,normal
991,1936,normal
992,2010,normal
993,2024,normal
994,2063,normal
995,2038,normal
996,2132,normal
997,2037,normal
998,1962,normal
999,1981,normal
1000,2107,normal
1001,2095,normal
1002,1962,normal
1003,1948,normal
1004,2073,normal
1005,2081,normal
1006,1994,normal
1007,1974,normal
1008,2047,normal
1009,2067,normal
1010,1990,normal
1011,2016,normal
1012,1981,normal
1013,2088,normal
1014,2115,normal
1015,1979,normal
1016,2077,normal
1017,1985,normal
1018,2103,normal
1019,2065,normal
1020,2035,normal
1021,2089,normal
1022,2049,normal
1023,2035,normal
1024,2084,normal
1025,2144,normal
1026,2025,normal
1027,2004,normal
1028,2011,normal
1029,1978,normal
1030,2008,normal
1031,2054,normal
1032,2061,normal
1033,2088,normal
1034,2096,normal
1035,2075,normal
1036,2167,normal
1037,2040,normal
1038,1889,normal
1039,2095,normal
1040,2024,normal
1041,1991,normal
1042,2042,normal
1043,2055,normal
1044,2070,normal
1045,1996,normal
1046,2086,normal
1047,1971,normal
1048,2034,normal
1049,2142,normal
1050,2016,normal
1051,2051,normal
1052,2041,normal
1053,2113,normal
1054,2133,normal
1055,2019,normal
1056,2051,normal
1057,2123,normal
1058,2033,normal
1059,2108,normal
1060,2042,normal
1061,2059,normal
1062,1935,normal
1063,2053,normal
1064,2058,normal
1065,2003,normal
1066,2080,normal
1067,2067,normal
1068,2092,normal
1069,2058,normal
1070,2009,normal
1071,2051,normal
1072,2005,normal
1073,2054,normal
1074,1983,normal
1075,2024,normal
1076,2037,normal
1077,2113,normal
1078,2102,normal
1079,2024,normal
1080,2092,normal
1081,2089,normal
1082,2000,normal
1083,2059,normal
1084,2044,normal
1085,2084,normal
1086,2012,normal
1087,2031,normal
1088,2028,normal
1089,2090,normal
1090,2050,normal
1091,1992,normal
1092,2056,normal
1093,1954,normal
1094,2104,normal
1095,1927,normal
1096,1997,normal
1097,1996,normal
1098,2024,normal
1099,2078,normal
1100,1992,normal
1101,2034,normal
1102,2112,normal
1103,2090,normal
1104,2086,normal
1105,2060,normal
1106,2103,normal
1107,2062,normal
1108,2125,normal
1109,2026,normal
1110,2013,normal
1111,2101,normal
1112,2056,normal
1113,2085,normal
1114,2002,normal
1115,2034,normal
1116,2025,normal
1117,2102,normal
1118,1987,normal
1119,2128,normal
1120,2031,normal
1121,2077,normal
1122,2132,normal
1123,2031,normal
1124,2110,normal
1125,1981,normal
1126,1994,normal
1127,2055,normal
1128,2109,normal
1129,1935,normal
1130,1980,normal
1131,2067,normal
1132,2083,normal
1133,2068,normal
1134,2066,normal
1135,2056,normal
1136,2102,normal
1137,2042,normal
1138,2104,normal
1139,1974,normal
1140,2079,normal
1141,2115,normal
1142,2015,normal
1143,1954,normal
1144,2100,normal
1145,2116,normal
1146,2101,normal
1147,1995,normal
1148,2024,normal
1149,2075,normal
1150,2014,normal
1151,2045,normal
1152,2184,normal
1153,2056,normal
1154,1965,normal
1155,1907,normal
1156,2102,normal
1157,2143,normal
1158,2089,normal
1159,2081,normal
1160,2067,normal
1161,1945,normal
1162,2131,normal
1163,1974,normal
1164,2147,normal
1165,1973,normal
1166,1906,normal
1167,2046,normal
1168,2015,normal
1169,1957,normal
1170,1987,normal
1171,1912,normal
1172,1976,normal
1173,2086,normal
1174,2066,normal
1175,2126,normal
1176,2047,normal
1177,2113,normal
1178,2002,normal
1179,1973,normal
1180,2040,normal
1181,2003,normal
1182,2101,normal
1183,2160,normal
1184,2093,normal
1185,2011,normal
1186,2014,normal
1187,2084,normal
1188,2084,normal
1189,2019,normal
1190,2085,normal
1191,1969,normal
1192,2055,normal
1193,2000,normal
1194,1991,normal
1195,2118,normal
1196,2067,normal
1197,2007,normal
1198,2023,normal
1199,1979,normal
1200,2010,normal
1201,2078,normal
1202,2051,normal
1203,2104,normal
1204,2020,normal
1205,2089,normal
1206,2082,normal
1207,2070,normal
1208,2067,normal
1209,2033,normal
1210,2020,normal
1211,2034,normal
1212,2068,normal
1213,1970,normal
1214,1978,normal
1215,1932,normal
1216,2062,normal
1217,2009,normal
1218,2023,normal
1219,2134,normal
1220,2130,normal
1221,2066,normal
1222,2096,normal
1223,2064,normal
1224,2069,normal
1225,2088,normal
1226,2019,normal
1227,2000,normal
1228,2004,normal
1229,1985,normal
1230,2056,normal
1231,2026,normal
1232,1995,normal
1233,2094,normal
1234,1981,normal
1235,2128,normal
1236,1983,normal
1237,2072,normal
1238,2088,normal
1239,1966,normal
1240,2086,normal
1241,2034,normal
1242,1982,normal
1243,2112,normal
1244,2011,normal
1245,2036,normal
1246,2036,normal
1247,2003,normal
1248,2043,normal
1249,1994,normal
1250,2111,normal
1251,2041,normal
1252,2056,normal
1253,2105,normal
1254,2040,normal
1255,2039,normal
1256,2138,normal
1257,2042,normal
1258,1992,normal
1259,2025,normal
1260,2040,normal
1261,2033,normal
1262,1995,normal
1263,1944,normal
1264,1996,normal
1265,2057,normal
1266,2129,normal
1267,2075,normal
1268,2155,normal
1269,2025,normal
1270,2178,normal
1271,2056,normal
1272,2005,normal
1273,2036,normal
1274,2099,normal
1275,1999,normal
1276,2008,normal
1277,2019,normal
1278,2054,normal
1279,1996,normal
1280,2108,normal
1281,1947,normal
1282,2101,normal
1283,2031,normal
1284,2075,normal
1285,2055,normal
1286,2056,normal
1287,2139,normal
1288,2038,normal
1289,2046,normal
1290,1959,normal
1291,1955,normal
1292,2084,normal
1293,2023,normal
1294,1998,normal
1295,2051,normal
1296,2078,normal
1297,2020,normal
1298,1986,normal
1299,2000,normal
1300,2016,normal
1301,2097,normal
1302,2061,normal
1303,2019,normal
1304,2014,normal
1305,1970,normal
1306,2067,normal
1307,2054,normal
1308,2009,normal
1309,2078,normal
1310,2048,normal
1311,2024,normal
1312,2080,normal
1313,2067,normal
1314,2130,normal
1315,2054,normal
1316,2065,normal
1317,2128,normal
1318,2079,normal
1319,2062,normal
1320,1968,normal
1321,2026,normal
1322,1944,normal
1323,2081,normal
1324,1970,normal
1325,2040,normal
1326,2056,normal
1327,2115,normal
1328,2049,normal
1329,2043,normal
1330,1921,normal
1331,2022,normal
1332,2037,normal
1333,2107,normal
1334,1990,normal
1335,2148,normal
1336,2077,normal
1337,2067,normal
1338,2053,normal
1339,2022,normal
1340,2066,normal
1341,2064,normal
1342,2154,normal
1343,2134,normal
1344,2042,normal
1345,1994,normal
1346,2081,normal
1347,2053,normal
1348,2074,normal
1349,2112,normal
1350,1991,normal
1351,2097,normal
1352,2114,normal
1353,2109,normal
1354,2066,normal
1355,2063,normal
1356,2120,normal
1357,2209,normal
1358,2035,normal
1359,2079,normal
1360,2000,normal
1361,2072,normal
1362,2122,normal
1363,2029,normal
1364,2021,normal
1365,2033,normal
1366,1984,normal
1367,2064,normal
1368,2058,normal
1369,2035,normal
1370,2102,normal
1371,1965,normal
1372,2122,normal
1373,2021,normal
1374,2066,normal
1375,2041,normal
1376,2059,normal
1377,2088,normal
1378,2011,normal
1379,2102,normal
1380,2052,normal
1381,1915,normal
1382,2066,normal
1383,2020,normal
1384,2016,normal
1385,2109,normal
1386,2075,normal
1387,2133,normal
1388,2077,normal
1389,1970,normal
1390,2038,normal
1391,1976,normal
1392,2071,normal
1393,2034,normal
1394,2060,normal
1395,1989,normal
1396,2035,normal
1397,2033,normal
1398,2093,normal
1399,2043,normal
1400,2119,normal
1401,2010,normal
1402,2020,normal
1403,2069,normal
1404,1996,normal
1405,2085,normal
1406,2035,normal
1407,2065,normal
1408,2131,normal
1409,2037,normal
1410,2041,normal
1411,2084,normal
1412,2044,normal
1413,2040,normal
1414,2092,normal
1415,2089,normal
1416,2100,normal
1417,2008,normal
1418,1996,normal
1419,2032,normal
1420,2031,normal
1421,2107,normal
1422,2026,normal
1423,2003,normal
1424,2096,normal
1425,1982,normal
1426,2084,normal
1427,2048,normal
1428,2117,normal
1429,1978,normal
1430,2014,normal
1431,2117,normal
1432,2121,normal
1433,2006,normal
1434,2047,normal
1435,1991,normal
1436,2030,normal
1437,2026,normal
1438,2016,normal
1439,2135,normal
1440,2089,normal
1441,2057,normal
1442,2055,normal
1443,2071,normal
1444,2067,normal
1445,2032,normal
1446,2101,normal
1447,1996,normal
1448,2008,normal
1449,1985,normal
1450,2039,normal
1451,2049,normal
1452,2090,normal
1453,1898,normal
1454,1981,normal
1455,2003,normal
1456,2041,normal
1457,2061,normal
1458,2106,normal
1459,2018,normal
1460,2073,normal
1461,2062,normal
1462,2068,normal
1463,2046,normal
1464,2051,normal
1465,2015,normal
1466,2091,normal
1467,2069,normal
1468,2056,normal
1469,2097,normal
1470,2064,normal
1471,2064,normal
1472,2058,normal
1473,2057,normal
1474,2129,normal
1475,2116,normal
1476,2068,normal
1477,2050,normal
1478,2130,normal
1479,1921,normal
1480,2075,normal
1481,2064,normal
1482,2106,normal
1483,2049,normal
1484,2095,normal
1485,2094,normal
1486,2046,normal
1487,2121,normal
1488,1997,normal
1489,2121,normal
1490,2070,normal
1491,2133,normal
1492,2078,normal
1493,2102,normal
1494,2002,normal
1495,2074,normal
1496,2162,normal
1497,2072,normal
1498,2067,normal
1499,1928,normal
1500,1967,normal
1501,2050,normal
1502,1997,normal
1503,2016,normal
1504,2079,normal
1505,2138,normal
1506,2068,normal
1507,2127,normal
1508,2102,normal
1509,2110,normal
1510,1973,normal
1511,2069,normal
1512,2012,normal
1513,2070,normal
1514,2033,normal
1515,2029,normal
1516,2104,normal
1517,2040,normal
1518,2092,normal
1519,2003,normal
1520,2035,normal
1521,2047,normal
1522,2156,normal
1523,2077,normal
1524,1953,normal
1525,1971,normal
1526,2033,normal
1527,1980,normal
1528,2059,normal
1529,2078,normal
1530,2088,normal
1531,2082,normal
1532,2030,normal
1533,2038,normal
1534,2109,normal
1535,2021,normal
1536,2103,normal
1537,2014,normal
1538,2044,normal
1539,2074,normal
1540,2036,normal
1541,2049,normal
1542,2075,normal
1543,2038,normal
1544,2032,normal
1545,2038,normal
1546,2047,normal
1547,2095,normal
1548,1984,normal
1549,2005,normal
1550,1985,normal
1551,2050,normal
1552,2121,normal
1553,2015,normal
1554,2071,normal
1555,2156,normal
1556,2081,normal
1557,2083,normal
1558,2031,normal
1559,2016,normal
1560,2031,normal
1561,1999,normal
1562,2031,normal
1563,2058,normal
1564,2070,normal
1565,1989,normal
1566,2082,normal
1567,1973,normal
1568,2036,normal
1569,2038,normal
1570,1985,normal
1571,1996,normal
1572,1989,normal
1573,2049,normal
1574,2069,normal
1575,2119,normal
1576,2092,normal
1577,2049,normal
1578,2005,normal
1579,2007,normal
1580,2010,normal
1581,2116,normal
1582,2088,normal
1583,2176,normal
1584,2047,normal
1585,2061,normal
1586,2095,normal
1587,2081,normal
1588,2036,normal
1589,1958,normal
1590,1977,normal
1591,1967,normal
1592,2026,normal
1593,1973,normal
1594,2113,normal
1595,2019,normal
1596,2001,normal
1597,2150,normal
1598,2051,normal
1599,1924,normal
1600,2048,normal
1601,2010,normal
1602,2076,normal
1603,2052,normal
1604,2084,normal
1605,2033,normal
1606,2004,normal
1607,2005,normal
1608,1953,normal
1609,2016,normal
1610,2063,normal
1611,1995,normal
1612,2111,normal
1613,2067,normal
1614,2052,normal
1615,2118,normal
1616,2129,normal
1617,1958,normal
1618,2105,normal
1619,2129,normal
1620,1934,normal
1621,2073,normal
1622,2059,normal
1623,2092,normal
1624,2004,normal
1625,2005,normal
1626,2066,normal
1627,2142,normal
1628,2053,normal
1629,2025,normal
1630,2038,normal
1631,2146,normal
1632,2074,normal
1633,2007,normal
1634,2052,normal
1635,2118,normal
1636,2112,normal
1637,2061,normal
1638,1987,normal
1639,2124,normal
1640,2007,normal
1641,2030,normal
1642,1998,normal
1643,2058,normal
1644,2065,normal
1645,2004,normal
1646,1987,normal
1647,2060,normal
1648,2149,normal
1649,1972,normal
1650,2005,normal
1651,2073,normal
1652,2023,normal
1653,2035,normal
1654,2083,normal
1655,2084,normal
1656,2145,normal
1657,2049,normal
1658,2107,normal
1659,2050,normal
1660,1969,normal
1661,2040,normal
1662,2094,normal
